x,wave
-196.28,4.587817657848457e-14 - 8.790822320496424e-16im
-196.26,4.6047523698391574e-14 - 9.230272809149785e-16im
-196.24,4.621459343339348e-14 - 9.052603320266688e-16im
-196.22000000000003,4.639722910093178e-14 - 8.888110237602906e-16im
-196.20000000000002,4.6564576631263885e-14 - 9.03788947793547e-16im
-196.18,4.671532823912756e-14 - 9.167320545832212e-16im
-196.16,4.6865292760222334e-14 - 9.225042758481047e-16im
-196.14,4.703567792209993e-14 - 9.138891397826198e-16im
-196.12,4.723753447667612e-14 - 9.338989588482582e-16im
-196.1,4.7405820069500077e-14 - 9.478963374987405e-16im
-196.07999999999998,4.7558163967988325e-14 - 9.42909567432436e-16im
-196.06,4.7723281083640246e-14 - 9.485128217007328e-16im
-196.04,4.7906462276790757e-14 - 9.575417151224662e-16im
-196.01999999999998,4.8088357827785056e-14 - 9.548011702495562e-16im
-196.0,4.8253862783294124e-14 - 9.69316353692011e-16im
-195.98000000000002,4.8429719976374167e-14 - 9.690794895578035e-16im
-195.95999999999998,4.8625570381190324e-14 - 9.762505428333974e-16im
-195.94,4.8787624367174657e-14 - 9.75654650042506e-16im
-195.92000000000002,4.897797254564378e-14 - 9.543622502728183e-16im
-195.9,4.9143944519389134e-14 - 9.899636677477504e-16im
-195.88,4.93212322913194e-14 - 1.0263009660588974e-15im
-195.86,4.950602456318445e-14 - 1.0158946288538693e-15im
-195.84,4.971794616595643e-14 - 9.961786253201462e-16im
-195.82,4.990210903680764e-14 - 1.00013104393353e-15im
-195.8,5.0066284063948437e-14 - 1.0239437737091444e-15im
-195.78,5.0274552054225343e-14 - 1.0248257235573003e-15im
-195.76,5.048006490530945e-14 - 1.0037499320123262e-15im
-195.74,5.065561746293077e-14 - 1.0109004358145204e-15im
-195.72,5.0829220085214956e-14 - 1.0129823490961186e-15im
-195.7,5.102382510806768e-14 - 1.0519263690768724e-15im
-195.68,5.122974861311819e-14 - 1.0442674545276884e-15im
-195.66,5.142425097247932e-14 - 1.0297621683826259e-15im
-195.64,5.160547619126378e-14 - 1.0531982137295129e-15im
-195.62,5.181521770459656e-14 - 1.0413047656535572e-15im
-195.60000000000002,5.2042546883146647e-14 - 1.0655641319428594e-15im
-195.57999999999998,5.221840676023954e-14 - 1.066884414639942e-15im
-195.56,5.242638286411878e-14 - 1.0602774653780212e-15im
-195.54000000000002,5.261505554756491e-14 - 1.0655227394321544e-15im
-195.51999999999998,5.2811170998650216e-14 - 1.0898770946138045e-15im
-195.5,5.302167208762017e-14 - 1.0646596196116646e-15im
-195.48000000000002,5.323475922297322e-14 - 1.077355881094337e-15im
-195.46,5.342788199972832e-14 - 1.0886629562374866e-15im
-195.44,5.364470192595558e-14 - 1.0828943416148732e-15im
-195.42000000000002,5.384694162336642e-14 - 1.08305353712717e-15im
-195.4,5.407076212611547e-14 - 1.0862723395401834e-15im
-195.38,5.430106183588974e-14 - 1.097012081466697e-15im
-195.35999999999999,5.4479745294503164e-14 - 1.106305140465869e-15im
-195.33999999999997,5.470256667346797e-14 - 1.0897231413141097e-15im
-195.32,5.4922331632797325e-14 - 1.0946870553334696e-15im
-195.3,5.515061766192923e-14 - 1.1026904461571547e-15im
-195.27999999999997,5.5359648582859375e-14 - 1.1359665019972533e-15im
-195.26,5.5574370282039425e-14 - 1.1421144011860444e-15im
-195.24,5.579916508145382e-14 - 1.1378899327074685e-15im
-195.22,5.6027539012006637e-14 - 1.113344635174004e-15im
-195.2,5.625974973893168e-14 - 1.1354072208191738e-15im
-195.18,5.647577452635148e-14 - 1.1358755810618845e-15im
-195.16000000000003,5.6715768219544725e-14 - 1.1495559945696013e-15im
-195.14,5.694032883883777e-14 - 1.154924523526432e-15im
-195.12,5.715849748152328e-14 - 1.1435520255700096e-15im
-195.10000000000002,5.739683983580919e-14 - 1.1586692247076753e-15im
-195.07999999999998,5.762731467742208e-14 - 1.1540267212273675e-15im
-195.06,5.785677697518647e-14 - 1.1643848300764573e-15im
-195.04000000000002,5.807921789532947e-14 - 1.1684432252598028e-15im
-195.02,5.833444940048794e-14 - 1.1681518421145349e-15im
-195.0,5.857675067373088e-14 - 1.1685942009827396e-15im
-194.98000000000002,5.879757045011114e-14 - 1.2074798436839578e-15im
-194.96,5.904928724043964e-14 - 1.2017223006143599e-15im
-194.94,5.929496969887313e-14 - 1.1595943703876715e-15im
-194.92,5.95368348200276e-14 - 1.1943796802047287e-15im
-194.89999999999998,5.977797525771195e-14 - 1.2223348483161231e-15im
-194.88,6.001480919677493e-14 - 1.2255103710218948e-15im
-194.86,6.025095669955097e-14 - 1.210967550634602e-15im
-194.83999999999997,6.052881443305357e-14 - 1.212761309973895e-15im
-194.82,6.077693733017295e-14 - 1.2276319154307638e-15im
-194.8,6.099857774348276e-14 - 1.2543318042813401e-15im
-194.77999999999997,6.127758356348291e-14 - 1.2289143703217106e-15im
-194.76,6.152027938661512e-14 - 1.2497382840355852e-15im
-194.74,6.177066020954642e-14 - 1.2438628121512933e-15im
-194.72000000000003,6.203775572251486e-14 - 1.2691920091884063e-15im
-194.7,6.228869549112264e-14 - 1.2785479747388022e-15im
-194.68,6.2550707483749e-14 - 1.2948622436085536e-15im
-194.66000000000003,6.280282419199245e-14 - 1.2808802141565698e-15im
-194.64,6.306499185736425e-14 - 1.2949979540083937e-15im
-194.62,6.332049780283684e-14 - 1.3119609152343636e-15im
-194.60000000000002,6.362822927038777e-14 - 1.3033656995767662e-15im
-194.58,6.38407239099037e-14 - 1.3318694128148312e-15im
-194.56,6.412865071762134e-14 - 1.3318496182200462e-15im
-194.54,6.439178664062956e-14 - 1.3410260904109503e-15im
-194.51999999999998,6.465888953463335e-14 - 1.3292318669351247e-15im
-194.5,6.493328690456624e-14 - 1.3466007851049916e-15im
-194.48,6.520583297663431e-14 - 1.350796232694603e-15im
-194.45999999999998,6.547414971545051e-14 - 1.3641458416182845e-15im
-194.44,6.575241474790343e-14 - 1.3739785549515542e-15im
-194.42000000000002,6.600257883679691e-14 - 1.3530727788456873e-15im
-194.39999999999998,6.62970512808579e-14 - 1.3857560033470538e-15im
-194.38,6.657025963309725e-14 - 1.3960000416499247e-15im
-194.36,6.686139987520222e-14 - 1.4103001266248953e-15im
-194.33999999999997,6.713991183683755e-14 - 1.4106483772924697e-15im
-194.32,6.74326141744225e-14 - 1.4203299471519993e-15im
-194.3,6.772745567025067e-14 - 1.4095023038045759e-15im
-194.28,6.801335135124243e-14 - 1.4274118828133597e-15im
-194.26,6.828682139473487e-14 - 1.4410428098341137e-15im
-194.24,6.858354371256922e-14 - 1.4373222647685404e-15im
-194.22000000000003,6.886518993021272e-14 - 1.444145528691269e-15im
-194.20000000000002,6.915453792273562e-14 - 1.4677930239256692e-15im
-194.18,6.941971973454044e-14 - 1.4608161002671513e-15im
-194.16000000000003,6.973358618446829e-14 - 1.4756697628928904e-15im
-194.14,7.003320656517981e-14 - 1.4631446491672472e-15im
-194.12,7.032277062073733e-14 - 1.4704049039324764e-15im
-194.1,7.063526017207199e-14 - 1.4961098627688992e-15im
-194.07999999999998,7.091205369447868e-14 - 1.497442139648415e-15im
-194.06,7.121442988538621e-14 - 1.5016375872380265e-15im
-194.04,7.153815404351702e-14 - 1.4922269349257668e-15im
-194.01999999999998,7.184584793488801e-14 - 1.534026241328863e-15im
-194.0,7.213801548291217e-14 - 1.519985499095737e-15im
-193.98000000000002,7.243260870755151e-14 - 1.5482981441688854e-15im
-193.95999999999998,7.276171833747027e-14 - 1.5348326194401488e-15im
-193.94,7.306271293276213e-14 - 1.5539300418868393e-15im
-193.92000000000002,7.337235273345096e-14 - 1.5540132462852577e-15im
-193.89999999999998,7.368089141786716e-14 - 1.5829390205443328e-15im
-193.88,7.399528930233976e-14 - 1.5684990313994407e-15im
-193.86,7.431817537745747e-14 - 1.5923280330029715e-15im
-193.84,7.463681601524619e-14 - 1.5967068322205496e-15im
-193.82,7.495309069570567e-14 - 1.5803586776885393e-15im
-193.8,7.525440066250768e-14 - 1.6379060940003733e-15im
-193.78,7.559019751044771e-14 - 1.6381553716940224e-15im
-193.76000000000002,7.592011368622858e-14 - 1.6372114379240606e-15im
-193.73999999999998,7.625183217663969e-14 - 1.6625231888776346e-15im
-193.72,7.65650792906019e-14 - 1.6583213667574991e-15im
-193.7,7.692203890887841e-14 - 1.6777875054697618e-15im
-193.68,7.722635027305239e-14 - 1.6652706115334784e-15im
-193.66,7.7571480775686e-14 - 1.6733961249419389e-15im
-193.64,7.790703404945971e-14 - 1.6876487364395861e-15im
-193.62,7.822254445725954e-14 - 1.7035084006324945e-15im
-193.60000000000002,7.855598339990891e-14 - 1.705636655073494e-15im
-193.57999999999998,7.890925115850721e-14 - 1.7233783155282115e-15im
-193.56,7.924322556172062e-14 - 1.7276458959632263e-15im
-193.54000000000002,7.956058793838846e-14 - 1.7570710643636156e-15im
-193.51999999999998,7.99306730505155e-14 - 1.7533097558528493e-15im
-193.5,8.028525127838891e-14 - 1.7585878671267211e-15im
-193.48000000000002,8.061530165481237e-14 - 1.762537392038749e-15im
-193.46,8.094863860497336e-14 - 1.788156630214704e-15im
-193.44,8.130648528949753e-14 - 1.8026192657180368e-15im
-193.42000000000002,8.164575122404906e-14 - 1.8219991805174223e-15im
-193.4,8.20222216027515e-14 - 1.825379023701568e-15im
-193.38,8.237502502712637e-14 - 1.8334052286344968e-15im
-193.36,8.270610002545617e-14 - 1.833004975217911e-15im
-193.33999999999997,8.309893013349605e-14 - 1.8671179398154896e-15im
-193.32,8.343084254383574e-14 - 1.8634344676774373e-15im
-193.29999999999998,8.379496713442123e-14 - 1.89821440946879e-15im
-193.27999999999997,8.416058403615255e-14 - 1.9093981877715407e-15im
-193.26,8.45233652783055e-14 - 1.9193679535110766e-15im
-193.24,8.489996448962486e-14 - 1.9251286838459368e-15im
-193.22,8.526661742031713e-14 - 1.947439540679936e-15im
-193.2,8.563291673231613e-14 - 1.9593797073546007e-15im
-193.18,8.60035433440361e-14 - 1.9926030894424744e-15im
-193.16000000000003,8.63797345854019e-14 - 2.001499250041126e-15im
-193.14,8.676052152777391e-14 - 2.02157566617566e-15im
-193.12,8.713952561460885e-14 - 2.0226724209273945e-15im
-193.10000000000002,8.751154791301198e-14 - 2.078950802412543e-15im
-193.07999999999998,8.78886188395901e-14 - 2.0509833884925103e-15im
-193.06,8.82617657393783e-14 - 2.0728530607139274e-15im
-193.04000000000002,8.864959486047129e-14 - 2.0858433474170195e-15im
-193.02,8.901735159144904e-14 - 2.121725915238221e-15im
-193.0,8.94067367689931e-14 - 2.1376649255610726e-15im
-192.98000000000002,8.979011848078999e-14 - 2.1377209543293623e-15im
-192.96,9.01939201623665e-14 - 2.1515107413608064e-15im
-192.94,9.059538339774552e-14 - 2.1774101233782112e-15im
-192.92,9.096143913557818e-14 - 2.1641937085923206e-15im
-192.89999999999998,9.136911384770042e-14 - 2.2187653934050696e-15im
-192.88,9.174458644462506e-14 - 2.1966102093164985e-15im
-192.86,9.214716622935059e-14 - 2.2335137085263593e-15im
-192.83999999999997,9.255568640552127e-14 - 2.239494024662691e-15im
-192.82,9.296556335018876e-14 - 2.2634377678156536e-15im
-192.8,9.333726021203354e-14 - 2.273979563794317e-15im
-192.77999999999997,9.374412032625515e-14 - 2.290852610589738e-15im
-192.76,9.416622965949659e-14 - 2.2886450100187945e-15im
-192.74,9.456955694180146e-14 - 2.3365861765817646e-15im
-192.72000000000003,9.495547638775011e-14 - 2.320835718161781e-15im
-192.7,9.53606657039712e-14 - 2.3499901367657035e-15im
-192.68,9.579986213403301e-14 - 2.3580851195279702e-15im
-192.66000000000003,9.620974780174227e-14 - 2.3906089807662366e-15im
-192.64,9.661392524511809e-14 - 2.3872341701061885e-15im
-192.62,9.701391361543481e-14 - 2.405965224798552e-15im
-192.60000000000002,9.741246335486276e-14 - 2.425579319719293e-15im
-192.58,9.784827323170829e-14 - 2.4281985807614438e-15im
-192.56,9.827232042222902e-14 - 2.4479827749966938e-15im
-192.54,9.868327432705346e-14 - 2.4870261034529795e-15im
-192.51999999999998,9.910687664244392e-14 - 2.472673344725784e-15im
-192.5,9.952937582855213e-14 - 2.4991195943618265e-15im
-192.48,9.992969835846897e-14 - 2.4923364228810774e-15im
-192.45999999999998,1.0036501706096255e-13 - 2.5183488689398816e-15im
-192.44,1.0079572932639852e-13 - 2.5499574817955442e-15im
-192.42000000000002,1.0120769711707789e-13 - 2.5729171987365656e-15im
-192.39999999999998,1.0163999093708702e-13 - 2.578032591731272e-15im
-192.38,1.0209138150853966e-13 - 2.5847479918875028e-15im
-192.36,1.0249190131340111e-13 - 2.5979288435031015e-15im
-192.33999999999997,1.0297787270644162e-13 - 2.6168816647573793e-15im
-192.32,1.033636297696127e-13 - 2.637833069081734e-15im
-192.3,1.0379979594916439e-13 - 2.644595103961272e-15im
-192.28,1.04246682747051e-13 - 2.6669495760041195e-15im
-192.26,1.0468888392950086e-13 - 2.673587810790849e-15im
-192.24,1.051207201253187e-13 - 2.6989862889097098e-15im
-192.22000000000003,1.0555505513710195e-13 - 2.7190952487000768e-15im
-192.2,1.0602082933342956e-13 - 2.715618781053251e-15im
-192.18,1.0646359147456554e-13 - 2.735305679822608e-15im
-192.16000000000003,1.0689613289476031e-13 - 2.7350748547173184e-15im
-192.14000000000001,1.0733736045154803e-13 - 2.778650809877774e-15im
-192.12,1.0779406000042233e-13 - 2.804446186397156e-15im
-192.1,1.0826333146549637e-13 - 2.8123975744718294e-15im
-192.07999999999998,1.0868719480113673e-13 - 2.8425108566672042e-15im
-192.06,1.0916356279619202e-13 - 2.837061304072397e-15im
-192.04,1.0963853644657059e-13 - 2.8485002313469118e-15im
-192.01999999999998,1.1007424433092774e-13 - 2.8830384442307623e-15im
-192.0,1.1055557976276925e-13 - 2.890240321716456e-15im
-191.98000000000002,1.109896624773444e-13 - 2.892707936032457e-15im
-191.95999999999998,1.1146269223141476e-13 - 2.9154576289677923e-15im
-191.94,1.119434324834063e-13 - 2.955335349919509e-15im
-191.92000000000002,1.1238011130941274e-13 - 2.948210973304923e-15im
-191.89999999999998,1.1285926598081185e-13 - 2.98631925878382e-15im
-191.88,1.1332379680818566e-13 - 2.9888418953632913e-15im
-191.86,1.1379597304616903e-13 - 2.998421808236043e-15im
-191.84,1.1428673607315393e-13 - 3.0205062014856374e-15im
-191.82,1.1474595792310608e-13 - 3.0363848215193143e-15im
-191.8,1.152371121449642e-13 - 3.0731789472054478e-15im
-191.78000000000003,1.157257098445806e-13 - 3.0640331734115406e-15im
-191.76,1.1619561809170382e-13 - 3.0958501327648565e-15im
-191.73999999999998,1.1668552760260174e-13 - 3.090995424518421e-15im
-191.72,1.171527793480045e-13 - 3.1090038087503267e-15im
-191.7,1.1762797308743694e-13 - 3.1149079660219763e-15im
-191.68,1.1813396922936459e-13 - 3.164533015148102e-15im
-191.66,1.1861465311708622e-13 - 3.1751254718693503e-15im
-191.64,1.1911569121627262e-13 - 3.1777162152749462e-15im
-191.62,1.1959763860304443e-13 - 3.190362612831349e-15im
-191.6,1.2009243503034302e-13 - 3.2171342990257224e-15im
-191.57999999999998,1.2060281215224865e-13 - 3.240332222107377e-15im
-191.56,1.211058183038589e-13 - 3.2499483691536337e-15im
-191.54000000000002,1.2160284581684087e-13 - 3.2724669014820727e-15im
-191.51999999999998,1.2210099390518865e-13 - 3.2924963473916934e-15im
-191.5,1.2260531723610614e-13 - 3.3065961379075678e-15im
-191.48000000000002,1.2311585070176042e-13 - 3.318368889280576e-15im
-191.46,1.2362382093514086e-13 - 3.338411419752851e-15im
-191.44,1.2412752157507665e-13 - 3.388396462102779e-15im
-191.42000000000002,1.2462132156260382e-13 - 3.3942627076928914e-15im
-191.4,1.25143784794383e-13 - 3.401968844093194e-15im
-191.38,1.2566021369426717e-13 - 3.415651941613763e-15im
-191.36,1.2618494558790962e-13 - 3.4198889914025835e-15im
-191.34,1.2670072764069643e-13 - 3.4658258713681654e-15im
